brand_name,model,price,rating,has_5g,has_nfc,has_ir_blaster,processor_brand,num_cores,processor_speed,battery_capacity,fast_charging_available,fast_charging,ram_capacity,internal_memory,screen_size,refresh_rate,resolution,num_rear_cameras,num_front_cameras,os,primary_camera_rear,primary_camera_front,extended_memory_available,extended_upto
xiaomi,Xiaomi Redmi 9A (6GB RAM + 128GB),10990,69.0,False,False,False,helio,8.0,2.0,5000.0,0,,6.0,128.0,6.53,60,720 x 1600 ,1,1.0,android,13.0,5.0,1,512.0
realme,Realme C11,6490,61.0,False,False,False,helio,8.0,2.3,5000.0,0,,2.0,32.0,6.5,60,720 x 1600 ,2,1.0,android,13.0,5.0,1,256.0
vivo,Vivo Y21 (2020),9990,65.0,False,False,False,snapdragon,8.0,1.8,5000.0,0,,4.0,64.0,6.5,60,720 x 1544 ,2,1.0,android,13.0,13.0,1,256.0
sharp,Sharp Aquos R5G,59990,88.0,False,True,False,snapdragon,8.0,2.84,3730.0,1,,12.0,256.0,6.5,60,1440 x 3168 ,3,1.0,android,48.0,16.0,1,1024.0
samsung,Samsung Galaxy A9 Pro (2019),39990,78.0,False,True,False,snapdragon,8.0,2.2,3400.0,1,,6.0,128.0,6.4,60,1080 x 2340 ,3,1.0,android,24.0,24.0,1,512.0
samsung,Samsung Galaxy A7 (2018),21490,70.0,False,False,False,exynos,8.0,2.2,3300.0,0,,4.0,64.0,6.0,60,2220 x 1080 ,3,1.0,android,24.0,24.0,1,512.0
poco,Poco C55,7999,70.0,False,False,False,helio,8.0,2.0,5000.0,0,,4.0,64.0,6.71,60,720 x 1650 ,2,1.0,android,50.0,5.0,1,512.0
ikall,iKall Z18,6799,61.0,False,False,False,Unknown,4.0,1.3,5000.0,0,,4.0,64.0,6.82,60,720 x 1560 ,1,1.0,android,20.0,13.0,1,64.0
oukitel,Oukitel WP9,25899,72.0,False,True,False,helio,8.0,2.0,8000.0,0,,6.0,128.0,5.86,60,720 x 1520 ,3,1.0,android,16.0,8.0,1,1024.0
motorola,Motorola Moto G91 5G,19990,80.0,True,True,False,snapdragon,8.0,2.2,5000.0,1,,6.0,128.0,6.8,60,1080 x 2400 ,3,1.0,android,108.0,32.0,1,1024.0
